insert into places(address_line_one, address_line_two, notes) VALUES ('442 Wrinkleproof Meadow', 'Boulevard, Mt, 41120', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1904 Insister Extension', 'Griswold, Tx, 59472', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2108 Selachoid Villiage', 'Batchtown, Nm, 66998', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2714 Transferral Gardens', 'Aviston, Ok, 96597', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2851 Tympans Motorway', 'Naponee, Ca, 52834', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1242 Hoffmeister Vly', 'Masonville, Ky, 25194', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('695 Megaspore Bridge', 'South el monte, Wy, 72460', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1138 Thine Oval', 'Big stone city, Hi, 56070', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1083 Calabozo Summit', 'Bellmont, Mo, 82409', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2279 Humanitarianisms Bch', 'Muskego, Mh, 50779', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1544 Micromechanics Prts', 'Neeses, Sd, 24425', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('752 Anthracosaurus Pln', 'Armbrust, Nm, 64677', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2835 Munychia Groves', 'Corfu, Nj, 84079', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2589 Fofarraw Kys', 'Lenapah, Ny, 53386', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1800 Baffle Prts', 'Bourbon, Ct, 78384', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('424 Amphikaryon Dale ', 'Jackson center, Ct, 56111', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1217 Enslavements Viaduct', 'Blakesburg, As, 56204', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2767 Honkie Center', 'Cedar lane, Ok, 50245', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1292 Rumaged Vista', 'Pax, Md, 73834', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2700 Anthdia Walk', 'Cave creek, Vi, 16443', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('190 Vasculolymphatic Orchrd', 'Hutchinson, Tx, 90610', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1426 Home-come Crescent', 'Corbettsville, De, 63510', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2065 Sultanry Pkway', 'Eastman, Tx, 28569', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2709 Bailiff Terr', 'Pfeifer, Ap, 94742', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2222 Jonahism Anex', 'Bushnell, Sc, 55963', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1753 Folliculate Court', 'Alberta, Nj, 53565', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2944 Injunctions Shl', 'Farmerville, Fm, 96839', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2808 Glebes Shoals', 'Limington, Pa, 46492', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2532 Senhores Pln', 'Byesville, Ok, 19069', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2624 Drearily Jctns', 'Sproul, Pr, 59338', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2414 Nonextractible Stn', 'Delray beach, Tx, 12792', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('296 Islandy Mills', 'Mathias, Nm, 99742', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2439 Massaged Ranches', 'United, Sc, 61719', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('336 Laparomyomectomy Flts', 'Isle saint george, Gu, 99307', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1872 Salamone Crest', 'Rangeley, , 45297', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1393 Cantillated Knolls', 'Dows, La, 48139', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2492 Exogenously Is', 'Corvallis, Pa, 84568', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('880 Outbarring Walk', 'Lemon cove, Nm, 60757', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2001 Stringmaking Trak', 'Ocoee, Ae, 97566', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('725 Provoquant Trk', 'Perrysburg, Az, 59717', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1513 Appressorial Sqr', 'Mooresville, Sc, 38166', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2793 Schismatical Dv', 'West boylston, De, 85272', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('430 Tomboyishly Strt', 'Andrews, Ri, 48649', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('896 Nonagesimal Frry', 'Social circle, Co, 31869', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1065 Terrible Cliffs', 'Canjilon, Oh, 73802', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1546 Hubbies Cntr', 'Pearland, Az, 67701', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1986 Micropoecilitic Forge', 'Slick, La, 80289', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2412 Interelectrodic Trlrs', 'Lutherville timonium, Wv, 67440', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1376 Jj Mount', 'Bucyrus, Ca, 22367', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1601 Intersocial Ct', 'Haven, La, 35170', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1087 Tarzanish Vsta', 'Marquette, La, 98615', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('474 Semidaily Trce', 'Calvert city, Me, 35446', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2324 Good-for-nothingness Clf', 'Drew, Nc, 77031', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1865 Osrick Tracks', 'North hudson, Va, 89425', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1690 Hydrolyses Pnes', 'Laurinburg, Pw, 17889', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('139 Swinesty Bend', 'Holliston, Ca, 90598', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2662 Prebeset Ally', 'Bon secour, Wy, 49993', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2221 Cytopathological Tunl', 'Tomahawk, Ut, 71429', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('900 Beswinge Orch', 'Daleville, La, 12672', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1881 Reflexively Shoar', 'White owl, Al, 58591', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('108 Journalizes Alley', 'Ellendale, Oh, 71435', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2229 Fordableness Sprng', 'Grethel, Ne, 95270', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1531 Tampere Radl', 'Millbrae, Ca, 33900', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1777 Ricocheted Highway', 'Crownpoint, Ct, 85784', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1097 Unhands Bayou', 'Dequincy, Co, 91694', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1602 Self-directed Drives', 'Moroni, Vi, 49920', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('960 Geests Mntain', 'Tampico, Ia, 43637', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1598 Gradienter Grdn', 'Chicago park, , 20008', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2837 Dissective Bend', 'Rosebush, De, 39955', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2432 Infeminine Grdn', 'Kenmare, Vi, 35453', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('813 Isuret Byp', 'Duarte, Vi, 87490', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2794 Omnibuses Summit', 'Royersford, Pw, 43561', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2269 Paniclike Hts', 'New laguna, Sc, 31621', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1596 Ziphiidae Meadow', 'Brock, Ut, 79645', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1333 Hydrosere Circles', 'Mingus, In, 20968', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1819 Green-house Circle', 'North uxbridge, Mp, 77501', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1499 Orbitar Fld', 'Kanorado, Wa, 73937', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2253 Morven Meadow', 'Green pond, Tn, 59706', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2520 Dematerializing View', 'Lyford, Ae, 99376', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2351 Blasphemers Sqr', 'Shaktoolik, Ak, 29500', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('921 Tormentors Anex', 'Bainbridge island, Ca, 19440', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2405 Hoot Rds', 'Chidester, La, 54006', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1938 Dissipates Paths', 'Lares, Pw, 72214', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('845 Piazze Arc ', 'Dola, Sc, 61573', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('229 Pterobranchia Vlgs', 'Chignik lagoon, Pa, 44823', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('356 Leptoprosopy Harb', 'Arch cape, Ga, 89960', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('827 Portalled Frst', 'Ferriday, Wy, 58821', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1874 Preyouthful Mountains', 'Gatlinburg, Hi, 34288', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('205 Intellectualizer Cent', 'Benzonia, In, 52591', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('589 Serpierite Av', 'Cherry point, Ma, 25593', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2011 Musselcracker Ville', 'Port hadlock, Sc, 21257', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2225 Coproduction Dam ', 'Emblem, Vi, 15334', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2830 Azedarach Prairie', 'North collins, Va, 94720', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2546 Nanine Nck', 'Polacca, Vi, 99200', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2922 Burry Circle', 'Bison, Nv, 11161', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2823 Jollities Vdct', 'West enfield, La, 40864', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2107 Nippitaty Camp', 'Foreman, Az, 18061', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1481 Ostomatid Gtway', 'Stirling city, Sd, 10561', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2477 Sheepsteal Falls', 'Edward, Fl, 71944', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1969 Gramont Locks', 'Enville, Dc, 10854', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2033 Minotaur Bayoo', 'Oilmont, Pr, 39817', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('591 Bristlecone Groves', 'Andrews, Nd, 69691', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1857 Transchannel Loops', 'Pond creek, Ga, 67423', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2200 Precharging Tunnel', 'Cope, Nm, 90595', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2600 Gwantus Club', 'Highland, Ar, 64163', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('129 Unconstantly Islnds', 'Lindrith, Nj, 41983', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2386 Coelho Dv', 'Rachel, Mt, 95672', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('891 Dzhugashvili Frt', 'La plata, As, 51236', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('56 Ivorywood Fwy', 'Schererville, Co, 43214', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1334 Vasculogenesis Bypas', 'Connoquenessing, Il, 47561', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1020 Mumphead Stream', 'Morrow, Me, 59208', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2862 Brawlsome Shoars', 'Tall timbers, Nd, 55262', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('167 Overbend Crossroads', 'Kobuk, Tx, 92877', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('533 Unveniality Bluff', 'Ogallah, Nc, 31799', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1194 Ferlies Vws', 'Prosperity, Ky, 55707', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1334 Shmears Aly', 'Bartley, Gu, 48034', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2007 Multangularly Grv', 'Forest, Ia, 41525', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2101 Coagents Lakes', 'Bellevue, Md, 99406', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('360 Honeyware Flds', 'Palm, Co, 80856', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2976 Squelchiest Forges', 'Elmdale, Sd, 26492', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('912 Phlomis Est', 'Millhousen, Ks, 70742', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('482 Humicubation Hills', 'Walnutport, Ok, 61973', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1813 Pomfrest Shl', 'Stowell, Sd, 17808', '');
