insert into places(address_line_one, address_line_two, notes) VALUES ('655 Messengership Locks', 'Wanchese, Al, 66005', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2800 Pawnbrokerage Cove', 'South solon, Dc, 40679', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2205 Reoccurrences Street', 'Kopperston, Fm, 30425', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2668 Arapahoe Centre', 'Turner, Wy, 92185', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1355 Abp Sprngs', 'Oradell, In, 94600', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1430 Propagandistically Islnd', 'Neola, Vt, 53108', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2104 Waveguides Grdn', 'Old westbury, Hi, 57597', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('425 Neala Vally', 'Paragon, Ks, 91338', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1157 Unacknowledgedness Pl', 'Nolanville, Nj, 45479', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1819 Dukes Hvn', 'Como, Sd, 80782', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2588 Domical Crcl', 'Weidman, Ap, 29741', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2587 Well-occupied Statn', 'Hackett, Nc, 93260', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('576 Grisly Ln', 'Wagener, , 95208', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2365 Futiley Bypass', 'Au train, Mh, 27968', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1827 Motilities Crescent', 'Canby, , 54130', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('323 Crimson-scarfed Lodge', 'East derry, Az, 74938', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('977 Pipit Radiel', 'Milbridge, , 46859', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('206 Narcomedusae Extnsn', 'Oketo, Md, 93741', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1621 Saganashes Byps', 'East lynne, Tn, 40364', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1083 Sopchoppy Un', 'Roanoke, Ks, 74831', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2118 Quasi-dumb Ests', 'Fort hill, Vt, 86121', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1506 Dracma Junction', 'Cawker city, Ct, 72169', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('769 Ghillies Tunl', 'Richburg, , 97820', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1696 Ches Via', 'Wolfe, Ga, 57128', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1245 Bieber Wall', 'Bellaire, Sc, 23853', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('410 Coiffeurs Loaf', 'West cornwall, Oh, 78936', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2197 Hemistrumectomy Iss', 'Kalaheo, Nc, 36704', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1102 Susceptible Mnr', 'Bretton woods, Nh, 49751', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1142 Benzidins Shr', 'Gentryville, Ky, 75341', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1809 Chamaesiphonaceous Ally', 'Chestnutridge, Fl, 11456', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('11 Vacationist Hwy', 'Estherwood, Wv, 17781', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2021 Optologist Rnchs', 'Yanceyville, Mh, 79063', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2730 Threatful Cpe', 'Gwinner, Ae, 83554', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2359 Digenetica Streme', 'Carrabelle, Nc, 53744', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('421 Tetraphony Ford', 'Ault, Ut, 68749', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('106 Cosin Pkwys', 'Cheraw, Ga, 46003', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2264 Poleaxe Crossroad', 'Santa margarita, Wi, 72597', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('169 Tatianist Tunnels', 'Hankinson, Ma, 22207', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('528 Delafield Points', 'Tangent, Sd, 27904', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('924 Gum-gum Vlgs', 'Mount clare, Va, 10452', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2230 Mellow-looking Trnpk', 'Houghton, Dc, 88354', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('901 Crow-pheasant Ville', 'Whick, Va, 28258', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('911 Bluebill Trak', 'Elizabeth, Ms, 73463', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2071 Complements Trnpk', 'Saint stephens church, Ms, 89559', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1776 Bu. Extension', 'Little meadows, Ri, 69155', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('901 Mooney Hl', 'Ryder, Ny, 59441', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('402 Armpiece Fall', 'Millport, Ak, 60730', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2830 Aorta Avenu', 'Corral, Ga, 11826', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1644 Slipperyback Rpds', 'Leonia, Me, 31175', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('33 Hearsed Cen', 'Eureka, Ks, 62575', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('208 Hoeshin Islnd', 'Ark, , 22986', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1919 Nonsubordinating Crk', 'Leavittsburg, Tx, 74751', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('359 Cloners Boulevard ', 'Stockdale, Wa, 19014', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1046 Chirurgery Cts', 'Shortsville, Vi, 81354', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('624 Cults Avenue', 'Lysite, Al, 80425', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('141 Cocksparrow Fall', 'North woodstock, Ga, 28594', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1980 Pulmonar Spgs', 'Slaterville springs, Ct, 27821', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1054 Ascriptitius Glen', 'Keuka park, Wa, 88724', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2701 Wameful River', 'Higgins, Vt, 41952', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2419 Ructation Cors', 'Medusa, Ae, 60948', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2529 Rhinophis Gln', 'Siloam, Oh, 60687', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('648 Sigilistic Bypas', 'Brokaw, Nc, 19435', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('378 Guidecraft Boulevard ', 'Wabbaseka, Ct, 68984', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('400 Scyphistomoid Plain', 'Withee, Hi, 15270', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2300 Ascared Ave', 'Deford, Nv, 78729', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1397 Unharmonise Lf', 'Alcove, Wi, 82911', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('523 Phytogeographic Frk', 'Pea ridge, Ar, 32857', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2135 Kaisers Fls', 'Columbia cross roads, Ma, 44922', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1705 Barotrauma Dm ', 'Shirley basin, De, 57196', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2244 Half-acre Avn', 'Sister bay, Nc, 38014', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('334 Torsionally Rnch', 'Wiley, Pa, 88443', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1718 Nuisance Field', 'Reese, Wy, 67312', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2971 Dun-bird Wy', 'Clay center, Nv, 19000', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1973 Stockmaking Trnpk', 'Bergman, Ct, 21526', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2759 Unridiculed Throughway', 'Hyde, Sd, 56042', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1918 Coterminously Center', 'Pine prairie, Vi, 84560', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1785 Kebab Points', 'Smallwood, Pw, 54225', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1572 Altify Canyn', 'Lapeer, , 19134', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2320 Lord-lieutenant Keys', 'Powellville, Vi, 48090', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1076 Inarch Grv', 'North granby, Mi, 78724', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('732 Daniela Light', 'Perryton, In, 22363', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1351 Intarsia Arcade ', 'Fort covington, Wa, 31634', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1109 Lingeries Brk', 'Wannaska, Md, 84349', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1339 Coopted Forg', 'Bernard, Mo, 22072', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('653 Betitle Brk', 'Opa locka, As, 74096', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2738 Nonadjacency Ranches', 'Enloe, La, 88608', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2682 El-beth-el Frst', 'West ridge, Ky, 35746', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1421 Danczyk Expw', 'Frontenac, Ct, 79580', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1179 Preadmission Centers ', 'Alexis, Nc, 14624', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1481 Lancing Rpd', 'Sandy creek, Nh, 33416', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2579 Refusal Circles', 'Woody creek, Ia, 88740', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1074 Paragnosia Fall', 'Trinidad, Vi, 99254', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('520 Castlet Bridge', 'Bradley beach, Al, 98579', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('447 Speckiest Wy', 'Rectortown, Mo, 72343', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1462 Unprotrusible Jcts', 'Omer, Ne, 67152', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('910 Interlotting Sqr', 'Chattanooga, Ok, 27251', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2886 Galipoidin Mtn', 'West olive, Ap, 65963', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2036 Hebraical River', 'Litchfield park, Tx, 81930', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('30 Annullable Springs', 'Anna, Pw, 17760', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('50 Scrupling Circl', 'Bargersville, Vt, 77044', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1261 Rheotome Trce', 'Oriskany falls, In, 75020', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2782 Elman Fields', 'Nora, , 82217', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('474 Subsidency Mnt', 'North conway, Ct, 85196', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('606 Ulmous Dale ', 'Emmalena, , 70333', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('350 Reduces Mnrs', 'Ovid, Ap, 69041', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1253 Premonarchal Hwy', 'Lutsen, Mt, 21716', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('492 Postgenital Hollows', 'Simon, Vt, 67272', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('133 Predetermines Trace', 'Frazeysburg, Ok, 62209', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('555 Mesodermic Mnt', 'Stonyford, Ga, 73857', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2247 Neo-orthodoxy Dvd', 'Ponte vedra, Nm, 12992', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('567 Quasi-frankly Villages', 'Maumelle, Ne, 10770', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('9 Waspen Crescent', 'Brookton, Wa, 36321', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2584 Disguises Vist', 'Port neches, Mn, 60868', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1266 Gopura Ldge', 'University park, Wi, 87978', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1344 Foremilks Knls', 'Malta, Pa, 18134', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2553 Householders Row', 'Maidsville, Az, 16154', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2118 Ovariotomy Straven', 'Perry hall, Ne, 87896', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1384 Sanely Boulv', 'Harper woods, Co, 36873', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1220 Yellow-skirted Stra', 'Boulder creek, Ct, 12501', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2573 Marijuanas Skyway', 'Port orford, Mh, 24352', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2357 Revification Stream', 'Blaine, Ri, 14527', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('200 Tryon Grove', 'Bakersfield, Nd, 11457', '');
